address,bed_num,classify,deputy_director_num,director_num,email,employee_num,fax,hospital_level,hospital_type,institution_code,manage_type,name,open_bed_num,post,registry_time,tc_area,telephone
,0,非政府办非营利性,0,0,,,,,专科,3416211314-CS,定点医疗机构,涡阳县龙山镇南大王村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211318-CS,定点医疗机构,涡阳县龙山镇南三里村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211316-CS,定点医疗机构,涡阳县龙山镇十里邹村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210414-CS,定点医疗机构,涡阳县西阳镇郭寨村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210411-CS,定点医疗机构,涡阳县西阳镇解沟村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210408-CS,定点医疗机构,涡阳县西阳镇张沟村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210401-CS,定点医疗机构,涡阳县西阳镇王楼村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210402-CS,定点医疗机构,涡阳县西阳镇王庙村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211304-CS,定点医疗机构,涡阳县龙山镇武楼村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211309,定点医疗机构,涡阳县龙山镇西山村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211311-CS,定点医疗机构,涡阳县龙山镇小高村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211313-CS,定点医疗机构,涡阳县龙山镇薛长营村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211315-CS,定点医疗机构,涡阳县龙山镇张杨李村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211301-CS,定点医疗机构,涡阳县龙山镇赵庄村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211320-CS,定点医疗机构,涡阳县龙山镇龙南村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211319-CS,定点医疗机构,涡阳县龙山镇龙北村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211321-CS,定点医疗机构,涡阳县龙山镇冯庙村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,政府办非营利性,0,0,,,,,专科,75850178-1,定点医疗机构,涡阳县城东社区卫生服务中心,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210512-CS,定点医疗机构,涡阳县涡南镇董楼村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210518-CS,定点医疗机构,涡阳县涡南镇朱犁园村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,政府办非营利性,0,0,,,,,专科,48594691-X,定点医疗机构,涡阳县临湖镇卫生院,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211617-CS,定点医疗机构,涡阳县临湖镇临湖村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211601-CS,定点医疗机构,涡阳县临湖镇崔庄村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211609-CS,定点医疗机构,涡阳县临湖镇西于村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211612-CS,定点医疗机构,涡阳县临湖镇程老家村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211616-CS,定点医疗机构,涡阳县临湖镇邓井村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211620-CS,定点医疗机构,涡阳县临湖镇邓井2村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211602-CS,定点医疗机构,涡阳县临湖镇刘沟村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211614,定点医疗机构,涡阳县临湖镇李庄村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211610-CS,定点医疗机构,涡阳县临湖镇西桥村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211618-CS,定点医疗机构,涡阳县县临湖镇黄古同村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211619-CS,定点医疗机构,涡阳县临湖镇黄古同村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211615-CS,定点医疗机构,涡阳县临湖镇王庄村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211611-CS,定点医疗机构,涡阳县临湖镇林庄村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211603-CS,定点医疗机构,涡阳县临湖镇宗圩村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211604-CS,定点医疗机构,涡阳县临湖镇段营村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211613-CS,定点医疗机构,涡阳县临湖镇孙营村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,政府办非营利性,0,0,,,,,专科,48594760-5,定点医疗机构,涡阳县龙山镇卫生院,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210907-CS,定点医疗机构,涡阳县高炉镇大刘村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210911-CS,定点医疗机构,涡阳县高炉镇庙东村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,政府办非营利性,0,0,,,,,专科,48594758-4,定点医疗机构,涡阳县涡南镇中心卫生院,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210501-CS,定点医疗机构,涡阳县涡南镇大于村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210519-CS,定点医疗机构,涡阳县涡南镇双庙村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210507-CS,定点医疗机构,涡阳县涡南镇郭长郢村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210516-CS,定点医疗机构,涡阳县涡南镇王堂村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210506-CS,定点医疗机构,涡阳县涡南镇邵大村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
涡阳县涡南镇邵大村,0,非政府办非营利性,0,0,,,,,专科,3416210514-CS,定点医疗机构,涡阳县涡南镇邵大村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210503-CS,定点医疗机构,涡阳县涡南镇杨桥村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210517-CS,定点医疗机构,涡阳县涡南镇杨楼村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210508-CS,定点医疗机构,涡阳县涡南镇史庙村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210520-CS,定点医疗机构,涡阳县涡南镇史庙村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210513-CS,定点医疗机构,涡阳县涡南镇郑庙村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210509-CS,定点医疗机构,涡阳县涡南镇前王村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210510-CS,定点医疗机构,涡阳县涡南镇丰集村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210515-CS,定点医疗机构,涡阳县涡南镇丰集村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210502-CS,定点医疗机构,涡阳县涡南镇王寅村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210505-CS,定点医疗机构,涡阳县涡南镇胡俭村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210511-CS,定点医疗机构,涡阳县涡南镇张营村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211406-CS,定点医疗机构,涡阳县义门镇程楼村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211407-CS,定点医疗机构,涡阳县义门镇东姬村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211415-CS,定点医疗机构,涡阳县义门镇王小寨村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211414-CS,定点医疗机构,涡阳县义门镇武举村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211402-CS,定点医疗机构,涡阳县义门镇周营村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211405-CS,定点医疗机构,涡阳县义门镇赵屯村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211412-CS,定点医疗机构,涡阳县义门镇腾刘村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211413-CS,定点医疗机构,涡阳县义门镇袁楼村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211418-CS,定点医疗机构,涡阳县义门镇李集村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211421-CS,定点医疗机构,涡阳县义门镇真源村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211422-CS,定点医疗机构,涡阳县义门镇义门村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,政府办非营利性,0,0,,,,,专科,47594766-4,定点医疗机构,涡阳县高炉镇卫生院,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,73893539-8,定点医疗机构,涡阳县爱民医院,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,73894515-8,定点医疗机构,涡阳县高炉酒厂医院,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,341621090CS,定点医疗机构,涡阳县高炉镇大呼村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210910-CS,定点医疗机构,涡阳县高炉镇四零居委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210912-CS,定点医疗机构,涡阳县高炉镇刘庄村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210902-CS,定点医疗机构,涡阳县高炉镇陆杨村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210909-CS,定点医疗机构,涡阳县高炉镇杨大村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210908-CS,定点医疗机构,涡阳县高炉镇杨楼村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210801-CS,定点医疗机构,涡阳县涡北街道徐广楼村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210811-CS,定点医疗机构,涡阳县涡北街道卢庄村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210824-CS,定点医疗机构,涡阳县涡北街道桑楼村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210815-CS,定点医疗机构,涡阳县涡北街道大田村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210813-CS,定点医疗机构,涡阳县涡北街道张老家村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210825-CS,定点医疗机构,涡阳县涡北街道张老家村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210814-CS,定点医疗机构,涡阳县涡北街道赵庄村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416212601-CS,定点医疗机构,涡阳县涡北街道鲁庄村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210818-CS,定点医疗机构,涡阳县涡北街道张东村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,政府办非营利性,0,0,,,,,专科,LA008514-6,定点医疗机构,涡阳县义门镇中心卫生院,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211411-CS,定点医疗机构,涡阳县义门镇小辛村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211420-CS,定点医疗机构,涡阳县义门镇四桥村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211419-CS,定点医疗机构,涡阳县义门镇民族村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211408-CS,定点医疗机构,涡阳县义门镇刘老村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211409-CS,定点医疗机构,涡阳县义门镇刘营村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211403-CS,定点医疗机构,涡阳县义门镇四里张村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211410-CS,定点医疗机构,涡阳县义门镇菜园村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211401-CS,定点医疗机构,涡阳县义门镇陶赵村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211417-CS,定点医疗机构,涡阳县义门镇药材村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211416-CS,定点医疗机构,涡阳县义门镇杨楼村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211216-CS,定点医疗机构,涡阳县石弓镇大孟村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,政府办非营利性,0,0,,,,,专科,48594772-8,定点医疗机构,涡阳县涡北社区卫生服务中心,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,政府办非营利性,0,0,,,,,专科,48594775-2,定点医疗机构,涡阳县张老家卫生院,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210804-CS,定点医疗机构,涡阳县涡北街道菜楼村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210808-CS,定点医疗机构,涡阳县涡北街道涡北村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210823-CS,定点医疗机构,涡阳县涡北街道刘楼村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210802-cs,定点医疗机构,涡阳县涡北街道皇店村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210805-CS,定点医疗机构,涡阳县涡北街道李楼村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210820-CS,定点医疗机构,涡阳县涡北街道郑店村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210819-CS,定点医疗机构,涡阳县涡北街道临涡村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210806-CS,定点医疗机构,涡阳县涡北街道涡光村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210803-CS,定点医疗机构,涡阳县涡北街道马棚村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210807-CS,定点医疗机构,涡阳县涡北街道洼张村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210821-CS,定点医疗机构,涡阳县涡北街道洼张村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210822-CS,定点医疗机构,涡阳县涡北街道凡桥村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210812-CS,定点医疗机构,涡阳县涡北街道水牛羊村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210809-CS,定点医疗机构,涡阳县涡北街道席楼社区卫生服务站,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210816-CS,定点医疗机构,涡阳县涡北街道涡东社区卫生服务站,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210817-CS,定点医疗机构,涡阳县涡北街道郭东村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210810-CS,定点医疗机构,涡阳县涡北街道牛庙村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210603-CS,定点医疗机构,涡阳县楚店镇三里赵村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210612-CS,定点医疗机构,涡阳县楚店镇王庄村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210611-CS,定点医疗机构,涡阳县楚店镇李寨村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210607-CS,定点医疗机构,涡阳县楚店镇王桥村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210616-CS,定点医疗机构,涡阳县楚店镇王桥2村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210610-CS,定点医疗机构,涡阳县楚店镇周东村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210608-CS,定点医疗机构,涡阳县楚店镇汪楼村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210605-CS,定点医疗机构,涡阳县楚店镇李楼村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210615-CS,定点医疗机构,涡阳县楚店镇马半村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,政府办非营利性,0,0,,,,,专科,48594688-0,定点医疗机构,涡阳县石弓镇中心卫生院,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211213-CS,定点医疗机构,涡阳县石弓镇大黄村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211210-CS,定点医疗机构,涡阳县石弓镇东关村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211201-CS,定点医疗机构,涡阳县石弓镇耿楼村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211209-CS,定点医疗机构,涡阳县石弓镇山后村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211202-CS,定点医疗机构,涡阳县石弓镇石羊村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211208-CS,定点医疗机构,涡阳县石弓镇王浅村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211203-CS,定点医疗机构,涡阳县石弓镇温庄村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211214-CS,定点医疗机构,涡阳县石弓镇姚湖村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211211-CS,定点医疗机构,涡阳县石弓镇于张村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211215-CS,定点医疗机构,涡阳县石弓镇大曹村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211816-CS,定点医疗机构,涡阳县马店集镇大胡王尧村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211810-CS,定点医疗机构,涡阳县马店集镇前贾村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211804-CS,定点医疗机构,涡阳县马店集镇大丁村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211811-CS,定点医疗机构,涡阳县马店集镇蒋吴村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211812-CS,定点医疗机构,涡阳县马店集镇胜利村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211809-CS,定点医疗机构,涡阳县马店集镇魏庄村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211803-CS,定点医疗机构,涡阳县马店集镇大高村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211807-CS,定点医疗机构,涡阳县马店集镇大罗村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211805-CS,定点医疗机构,涡阳县马店集镇小康村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211806-CS,定点医疗机构,涡阳县马店集镇三相村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211814-CS,定点医疗机构,涡阳县马店集镇小刘村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211801-CS,定点医疗机构,涡阳县马店集镇刘店村卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416211813-CS,定点医疗机构,涡阳县马店集镇红旗村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,政府办非营利性,0,0,,,,,专科,48594771-X,定点医疗机构,涡阳县楚店镇卫生院,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210614-CS,定点医疗机构,涡阳县楚店镇楚店村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
,0,非政府办非营利性,0,0,,,,,专科,3416210602-CS,定点医疗机构,涡阳县楚店镇楚栗村委会卫生室,0,,2013/1/8 11:24:46,鼠标悬停查看协议地区,
