address,level,memo,name,ssq,telephone,type
云阳县盘龙街道黑马村5组,一级,61677,云阳县盘龙街道黑马村 卫生室,云阳县,,村卫生室
云阳县盘龙街道活龙村12组,一级,61678,云阳县盘龙街道活龙社区卫生室,云阳县,,村卫生室
云阳县盘龙街道柳桥村3组,一级,61680,云阳县盘龙街道柳桥社区卫生室,云阳县,,村卫生室
云阳县盘龙街道龙水村2组,一级,61681,云阳县盘龙街道龙水村卫生室,云阳县,55517174,村卫生室
云阳县盘龙街道亲睦村4组,一级,61683,云阳县盘龙街道亲睦村卫生室,云阳县,55385240,村卫生室
云阳县盘龙街道青春村3组,一级,61684,云阳县盘龙街道青春村卫生室,云阳县,,村卫生室
云阳县盘龙街道石楼村6组,一级,61685,云阳县盘龙街道石楼村卫生室,云阳县,,村卫生室
云阳县盘龙街道双龙村3组,一级,61687,云阳县盘龙街道双龙村卫生室,云阳县,,村卫生室
云阳县盘龙街道四民村2组,一级,61688,云阳县盘龙街道四民村卫生室,云阳县,,村卫生室
云阳县盘龙街道腾龙村6组,一级,61689,云阳县盘龙街道腾龙村卫生室,云阳县,,村卫生室
云阳县盘龙街道旺龙村4组,一级,61690,云阳县盘龙街道旺龙村卫生室,云阳县,,村卫生室
云阳县盘龙街道阳明村3组,一级,61691,云阳县盘龙街道阳明村卫生室,云阳县,55517095,村卫生室
云阳县盘龙街道永新村4组,一级,61692,云阳县盘龙街道永兴村卫生室,云阳县,,村卫生室
云阳县盘龙街道长安村3组,一级,61693,云阳县盘龙街道长安村卫生室,云阳县,,村卫生室
平安镇平安社区23组,一级,61695,云阳县平安镇平安社区卫生室,云阳县,,村卫生室
重庆市綦江区古南街道北渡街上,一级,65453,重庆市綦江区古南街道北渡社区卫生服务中心,綦江区,,医院
古南街道尖山村,一级,18805,重庆市綦江区古南街道尖山村卫生二室,綦江区,,村卫生室
重庆市綦江区古南街道两路村2组,一级,18820,重庆市綦江区古南街道两路村卫生室,綦江区,,村卫生室
三江街道照贵村,一级,15593,綦江区三江街道照贵村卫生站             ,綦江区,,村卫生室
重庆市綦江区篆塘镇群乐村石锣滩水库,一级,15660,重庆市綦江区篆塘镇群乐村卫生室               ,綦江区,,村卫生室
綦江区隆盛镇梨子村米房,一级,15704,綦江县隆盛镇梨子村卫生站            ,綦江区,,村卫生室
綦江区永新镇罗家街村,一级,15364,重庆市綦江区永新镇罗家村卫生室               ,綦江区,,村卫生室
重庆市綦江区永城镇温泉村沙坡组,一级,63064,重庆市綦江区永城镇温泉村卫生室2               ,綦江区,,村卫生室
重庆市綦江区石角镇桃花村2组,一级,15320,重庆市綦江区石角镇桃花村卫生室,綦江区,,村卫生室
石角镇新民村1社,一级,15528,新民村卫生室      ,綦江区,48888156,村卫生室
扶欢镇大石板村,一级,15567,重庆市綦江区扶欢镇大石板村卫生室                ,綦江区,,村卫生室
三江街道大山村四社,一级,15576,重庆市綦江区三江街道大山村卫生室,綦江区,,村卫生室
长乐村公共服务中心,一级,18808,重庆市綦江区古南街道长乐村卫生室　,綦江区,,村卫生室
蟠龙村长水田,一级,18821,蟠龙村一站卫生室,綦江区,,村卫生室
綦江区新盛镇四坪村鸭子塘,一级,18884,重庆市綦江区新盛镇四坪村卫生室               ,綦江区,,村卫生室
垫江县高峰镇建新村,一级,17136,垫江县高峰镇建新村卫生室,垫江县,,村卫生室
垫江县桂溪镇城东村,一级,17229,垫江县桂溪镇城东村卫生室,垫江县,,村卫生室
垫江县桂溪镇文毕村1社,一级,17231,垫江县桂阳街道文毕社区卫生室,垫江县,,村卫生室
垫江县桂溪镇玉河村6社,一级,17236,垫江县桂溪镇玉河村卫生室,垫江县,,村卫生室
垫江县鹤游镇团结1社,一级,17250,垫江县鹤游镇团结村卫生室,垫江县,,村卫生室
垫江县裴兴镇拱桥村,一级,17259,垫江县裴兴镇拱桥村卫生室,垫江县,,村卫生室
垫江县裴兴镇桂花村,一级,17260,垫江县裴兴镇桂花村卫生室,垫江县,,村卫生室
垫江县曹回镇石鼓村5组,一级,17374,垫江县曹回镇石鼓村卫生室,垫江县,,村卫生室
垫江县五洞镇文龙村3社,一级,17930,垫江县五洞镇文龙村卫生室,垫江县,74562743,村卫生室
垫江县普顺镇东湖村,一级,18205,垫江县普顺镇东湖村卫生室,垫江县,,村卫生室
垫江县沙河乡宝顶村7组,一级,16892,垫江县沙河乡宝顶村卫生室,垫江县,,村卫生室
垫江县高安镇新溪村5组,一级,17127,垫江县高安镇新溪村卫生室,垫江县,74555814,村卫生室
垫江县桂溪镇西山村3对,一级,17234,垫江县桂溪镇西山村卫生室,垫江县,,村卫生室
垫江县坪山镇古佛村,一级,17387,垫江县坪山镇古佛卫生室,垫江县,,村卫生室
垫江县砚台镇白云村5社,一级,18321,垫江县砚台镇白云村卫生室,垫江县,,村卫生室
巴南区鱼洞街道云锦路325号1-1号,一级,66543,巴南区云锦路刘忠定诊所,巴南区,,诊所
13908384938,一级,66545,赖尤文诊所,巴南区,,诊所
巴南区鱼洞广益街42－43,一级,66110,杨紫剑中医诊所,巴南区,,诊所
巴南区龙海大道3号7幢1－17,一级,66111,王廷书诊所,巴南区,,诊所
巴南区花溪民主新街24幢1－8、9号,一级,66114,丁纪平诊所,巴南区,,诊所
双河口镇太平村11社,一级,19116,重庆市巴南区双河口镇太平村11社村卫生室,巴南区,,村卫生室
天星寺镇花房村荔枝寺组,一级,19078,重庆市巴南区天星寺镇花房村上河村卫生室,巴南区,,村卫生室
巴南区渝南大道120号-7号,一级,64947,牟绍奇诊所,巴南区,,诊所
木洞镇海眼村高石村,一级,18922,重庆市巴南区木洞镇海眼村高石村卫生室,巴南区,,村卫生室
一品街道四桥村7社,一级,18946,重庆市巴南区一品街道四桥村卫生室,巴南区,66481162,村卫生室
跳石镇圣灯山村8社柏树湾,一级,19151,重庆市巴南区跳石镇圣灯山村牛台村卫生室,巴南区,,村卫生室
巴南区安澜镇坝上村17社,一级,63938,安澜镇坝上村蒲村松树坪村卫生室挂1,巴南区,,村卫生室
巴南区安澜镇小龙村4社,一级,63939,安澜镇小龙村8社弥陀四平村卫生室挂1,巴南区,66484639,村卫生室
巴南区东温泉镇朝阳村新屋嘴,一级,63940,巴南区东温泉镇朝阳村卫生室挂,巴南区,,村卫生室
巴南区东温泉镇朝阳村新屋嘴,一级,63941,巴南区东温泉镇朝阳村卫生室挂2,巴南区,,村卫生室
丰都县社坛镇踏水桥村2组,一级,61065,丰都县社坛镇踏水桥村卫生室,丰都县,,村卫生室
丰都县仁沙镇田家沟村三组,一级,60914,丰都县仁沙镇田家沟村卫生室,丰都县,,村卫生室
丰都县暨龙镇场上,一级,11485,丰都县暨龙镇卫生院,丰都县,,医院
丰都县青龙乡龙井村3组,一级,60903,丰都县青龙乡龙井村卫生室,丰都县,,村卫生室
荷花5队,一级,60956,丰都县虎威镇荷花村卫生室,丰都县,,村卫生室
横梁村三组,一级,60977,丰都县江池镇横梁村卫生室,丰都县,70668158,村卫生室
南洋村一组,一级,60982,丰都县江池镇南洋村卫生室,丰都县,70761927,村卫生室
树人镇岩口场村,一级,61089,丰都县树人镇岩口场村卫生室,丰都县,,村卫生室
双龙场乡灯塔村,一级,61097,丰都县双龙场乡灯塔村卫生室,丰都县,,村卫生室
丰都县龙河镇石堡村6组,一级,61117,丰都县龙河镇石堡村卫生室,丰都县,,村卫生室
丰都县龙河镇长坡村1组,一级,61123,丰都县龙河镇长坡村卫生室,丰都县,,村卫生室
社坛镇场上,一级,62105,丰都县曾茂碧诊所,丰都县,,诊所
丰都县名山镇花园街110号,一级,62113,丰都县陆陈诊所,丰都县,,诊所
丰都县三合镇名山大道168号,一级,62123,丰都县陈卓寿诊所,丰都县,,诊所
三合镇世平路59号附6号,一级,62129,丰都县袁小刚诊所,丰都县,,诊所
巫山县大溪乡开峡村,一级,64760,巫山县大溪乡开峡村卫生室,巫山县,,村卫生室
巫山县大溪乡平台村,一级,64761,巫山县大溪乡平台村卫生室,巫山县,,村卫生室
巫山县大溪乡平槽村,一级,64762,巫山县大溪乡平槽村卫生室,巫山县,,村卫生室
巫山县大溪乡军营村,一级,64763,巫山县大溪乡军营村卫生室,巫山县,,村卫生室
重庆市巫山县抱龙镇莲花街15号,一级,10804,巫山县抱龙镇中心卫生院,巫山县,57511410,医院
安坪村2组,一级,12536,巫山县双龙镇安坪村卫生室,巫山县,,村卫生室
巫山县铜鼓镇观阁村卫生室,一级,17069,巫山县铜鼓镇观阁村卫生室,巫山县,,村卫生室
重庆市巫山县官阳镇金龙村,一级,12502,重庆市巫山县官阳镇金龙村卫生室,巫山县,,村卫生室
抱龙镇贺家村,一级,61776,抱龙中心卫生院石碑分院,巫山县,,医院
巫山县福田镇凉水村2组,一级,12402,巫山县福田镇凉水村卫生室,巫山县,,村卫生室
巫山县福田镇天宫村3组,一级,12405,巫山县福田镇天宫村卫生室,巫山县,,村卫生室
重庆市巫山县官阳镇后乡村,一级,12503,重庆市巫山县官阳镇后乡村卫生室,巫山县,,村卫生室
重庆市巫山县官阳镇新民村,一级,12505,重庆市巫山县官阳镇新民村卫生室,巫山县,,村卫生室
巫山县庙宇镇东门街95号,一级,10811,巫山县庙宇镇中心卫生院,巫山县,,医院
重庆市巫山县官阳镇兴民街62号,一级,12497,重庆市巫山县官阳镇三兴社区,巫山县,,村卫生室
重庆市未成年犯管教所,一级,65703,重庆市未成年犯管教所医院,江北区,67550870,医院
江北区洋河一路68号1栋1303,一级,65814,重庆皇仕口腔门诊部,江北区,,门诊部
江北区北城路78号附16-17号（珠江太阳城）,一级,65817,江北尹黎萍诊所,江北区,,诊所
江北区小苑一村17号,二级,65918,重庆正刚中医骨科医院,江北区,67963698,医院
江北区嘉陵一村1号,二级,10030,重庆市红十字会医院（江北区人民医院）,江北区,88519101,社区卫生服务机构
江北区郭家沱,二级,10040,重庆望江医院,江北区,67110610,社区卫生服务机构
郭家沱街道石佛村二组,一级,62228,江北区郭家沱街道石佛社区卫生服务站,江北区,67581302,社区卫生站
江北区嘉陵五村26、27号,一级,64809,江北鸿恩诊所,江北区,,诊所
江北区海尔路1027号金桂花园19号,一级,64811,盛明琴诊所,江北区,,诊所
江北区南石路7号附35、36号,一级,64812,江北小容诊所,江北区,,诊所
江北区复盛卫生院,一级,64815,重庆市江北区复盛社区卫生服务中心,江北区,67585014,卫生院
江北区寸滩正街171号,一级,64819,江北区寸滩社区卫生服务中心,江北区,67092004,社区卫生服务机构
江北区溉谰溪海尔路168号,二级,10028,重庆市红十字会医院,江北区,67993023,社区卫生服务机构
鱼嘴镇堰坪村,一级,62169,江北区鱼嘴镇堰坪社区卫生服务站,江北区,,村卫生室
寸滩街道茅溪村,一级,62183,江北区寸滩茅溪社区卫生服务站,江北区,,社区卫生站
重庆市九龙坡区石坪桥盘龙村4号附27号,二级,65824,重庆爱文心医院管理有限公司,九龙坡区,,医院
九龙坡区华园路6号西城上街商业项目附7号,一级,65535,高新技术产业开发区张勇诊所,九龙坡区,,诊所
九龙坡区九龙园区云湖路1号1-28号,一级,65821,九龙坡区九龙园区杨正荣诊所,九龙坡区,,诊所
重庆市九龙坡区陶家镇锣鼓村4社居委会,一级,12382,重庆市九龙坡区陶家镇锣鼓村卫生室,九龙坡区,65785042,村卫生室
九龙坡区黄桷坪铁路四村十二号2栋1号门面,一级,65823,九龙坡区曹明芳诊所,九龙坡区,,诊所
重庆市九龙坡区白市驿镇真武村,一级,14056,重庆市九龙坡区白市驿镇真武村卫生室,九龙坡区,65706022,村卫生室
重庆市九龙坡区含谷镇寨山坪,一级,12391,重庆市九龙坡区含谷镇寨山坪村卫生室,九龙坡区,65730443,村卫生室
重庆市九龙坡区石坪桥正街125号1栋附8号,一级,65844,九龙坡区石坪桥张义芳诊所,九龙坡区,,诊所
九龙坡区谢家湾龙腾大道71号,三级,10016,重庆市结核病防治所,九龙坡区,86133600,医院
九龙坡区谢家湾龙腾大道6号,二级,10074,重庆建设医院,九龙坡区,68718873,医院
九龙坡区九龙园区翼龙路2号泰哼，彩云印象2-13号,一级,65822,九龙坡区九龙园区唐仁利诊所,九龙坡区,,诊所
重庆市九龙坡区兰花小区2号-43号,一级,65827,高新技术产业开发区王滔诊所,九龙坡区,,诊所
重庆市九龙坡区西彭镇铝城正街57号,一级,65828,九龙坡陈庆华诊所,九龙坡区,,诊所
九龙坡区华岩中央国际公园A区1-1-10号,一级,65843,九龙坡区陈顺地诊所,九龙坡区,,诊所
九龙坡区白市驿镇驿贸街5栋附2.3号,一级,65835,高新技术产业开发区包代军诊所,九龙坡区,,诊所
江津区鼎山街道高牙村金桂园,一级,66331,江津区鼎山街道高牙村金桂园卫生室,江津区,,村卫生室
江津区鼎山街道双万村生基湾,一级,66340,江津区鼎山街道双万村生基湾卫生室,江津区,,村卫生室
江津区珞璜镇长合村施家嘴,一级,66342,江津区珞璜镇长合村施家嘴卫生室,江津区,,村卫生室
江津区德感街道高桥溪村新街,一级,66345,江津区德感街道高桥溪村新街卫生室,江津区,,村卫生室
江津区白沙镇恒和村罗大田,一级,66296,江津区白沙镇恒和村罗大田卫生室,江津区,,村卫生室
江津区石蟆镇郭坪村四社四交界,一级,66302,江津区石蟆镇郭坪村四交界卫生室,江津区,,村卫生室
江津区支坪镇仁沱社区猪市堡,一级,66339,江津区支坪镇仁沱社区猪市堡卫生室,江津区,,村卫生室
江津区嘉平镇月沱村大河坝,一级,66301,江津区嘉平镇月沱村大河坝卫生室,江津区,,村卫生室
江津区嘉平镇大垭村上场口,一级,66327,江津区嘉平镇大垭村上场口卫生室,江津区,,村卫生室
江津区李市镇牌坊村石莲寺村坝,一级,66307,江津区李市镇牌坊村石莲寺卫生室,江津区,,村卫生室
江津区李市镇大桥村8组,一级,66304,江津区李市镇大桥村玉石卫生室,江津区,,村卫生室
江津区李市镇龙吟村车站旁,一级,66306,江津区李市镇龙吟村车站卫生室,江津区,,村卫生室
江津区龙华镇燕坝村丰龙新村场下口,一级,66348,江津区龙华镇燕坝村丰龙新村场下口卫生室,江津区,,村卫生室
江津区龙华镇新店村新街居民点上口,一级,66313,江津区龙华镇新店村场上口卫生室,江津区,,村卫生室
江津区龙华镇龙华寺毛家桥,一级,66314,江津区龙华镇龙华寺村毛家桥卫生室,江津区,,村卫生室
奉节县岩湾乡五星村10社,一级,12793,奉节县岩湾乡卫生院,奉节县,,医院
奉节县竹园镇高治村,一级,12797,奉节县竹园镇中心卫生院高治分院,奉节县,,医院
奉节县永乐镇陈家社区1组,一级,12799,奉节县永乐镇中心卫生院,奉节县,,医院
奉节县大树镇石堰村8组,一级,12803,奉节县大树镇中心卫生院,奉节县,,医院
奉节县五马镇广龙村4社,一级,12806,奉节五马镇中心卫生院杨坪分院,奉节县,,医院
奉节县青莲镇龙王庙居委会3组,一级,12809,奉节县青莲镇中心卫生院,奉节县,,医院
奉节县安坪镇藕塘社区2组,一级,12814,奉节县安坪镇中心卫生院,奉节县,,医院
奉节县新民镇九树村4组,一级,18489,奉节县新民镇中心卫生院九树分院,奉节县,56852888,医院
奉节县太和乡金子村11社,一级,12808,奉节县太和乡金子分院,奉节县,,医院
奉节县冯坪乡皂角村3组,一级,62474,奉节县冯坪乡皂角村卫生室,奉节县,,村卫生室
奉节县康乐镇朝阳村,一级,62401,奉节县康乐镇朝阳村卫生室,奉节县,,村卫生室
奉节县太和乡良家村,一级,62376,奉节县太和乡良家村卫生室,奉节县,,村卫生室
奉节县甲高镇三湾村1组,一级,62248,奉节县甲高镇三湾村卫生室,奉节县,,村卫生室
秀山县平凯街道护国社区,一级,64642,秀山县平凯街道护国社区卫生服务站,秀山县,,村卫生室
秀山县平凯街道武营社区,一级,64644,秀山县平凯街道武营社区卫生服务站,秀山县,,村卫生室
秀山县平凯街道马西社区,一级,64645,秀山县平凯街道马西社区卫生服务站,秀山县,,村卫生室
秀山县平凯街道明家寨社区,一级,64647,秀山县平凯街道明家寨社区卫生服务站,秀山县,76656834,村卫生室
秀山县平凯街道五星村,一级,64648,秀山县平凯街道五星村卫生室,秀山县,,村卫生室
秀山县平凯街道江西屯村,一级,64650,秀山县平凯街道江西屯村卫生室,秀山县,,村卫生室
秀山县平凯街道晓教村,一级,64651,秀山县平凯街道晓教村卫生室,秀山县,,村卫生室
秀山县平凯街道贵贤村,一级,64652,秀山县平凯街道贵贤村卫生室,秀山县,,村卫生室
秀山县溶溪镇柳水村,一级,64653,秀山县溶溪镇柳水村卫生室,秀山县,,村卫生室
秀山县溶溪镇梨园村,一级,64654,秀山县溶溪镇梨园村卫生室,秀山县,,村卫生室
秀山县官庄镇鸳鸯村卫生室,一级,64656,秀山县官庄镇鸳鸯村卫生室,秀山县,,村卫生室
秀山县官庄镇柏香村,一级,64657,秀山县官庄镇柏香村卫生室,秀山县,,村卫生室
秀山县官庄镇红岩洞村,一级,64658,秀山县官庄镇红岩洞村卫生室,秀山县,,村卫生室
秀山县龙池镇洞坪村,一级,64660,秀山县龙池镇洞坪村卫生室,秀山县,,村卫生室
秀山县龙池镇杉树村,一级,64661,秀山县龙池镇杉树村卫生室,秀山县,,村卫生室
奉节县永安镇永安路183号,二级,11321,奉节县妇幼保健计划生育服务中心,奉节县,56562131,医院
奉节县青龙镇东厢村卫生室2社,一级,62235,奉节县青龙镇东厢村卫生室,奉节县,,村卫生室
北部新区经开园鸳鸯街道金渝大道83号,一级,10689,永康综合门诊部,两江新区,,门诊部
北部新区金渝大道栖霞路8号畅谷商业街,一级,10671,奥园中西医结合门诊部,两江新区,,门诊部
龙头寺树兰路126-136号(双号)，龙头寺橡树壹号5幢3层,一级,10642,重庆文军医院,两江新区,67688889,医院
重庆市渝北区龙竹路95号3幢1-18,一级,10428,两江新区代光敏中西医结合诊所,两江新区,,诊所
重庆市北部新区高新园丁香路2号附22号,一级,10444,两江新区邓小强诊所,两江新区,67305383,诊所
北部新区高新园人和街道龙寿路549号,一级,10487,佳爱骨科门诊部,两江新区,,门诊部
"锦橙路8号欧瑞--豪节斯丰商业街门面B区2栋10,11号",一级,10488,重庆两江新区天宫殿星湖路社区卫生服务站,两江新区,67682318,社区卫生服务机构
北部新区金开大道1116号,二级,10044,中国人民武装警察部队重庆市消防总队医院,两江新区,,医院
渝北区人和镇龙寿路476号,一级,10362,重庆北城医院,两江新区,67300714,医院
大竹林街道石梁桥楠竹苑,二级,10273,重庆两江新区第二人民医院,两江新区,67682318,医院
渝北区人和镇人兴路199号,二级,10238,重庆两江新区第一人民医院,两江新区,61212876,医院
重庆市渝北区礼嘉镇街道136号,一级,10240,重庆北部新区礼嘉社区卫生服务中心,两江新区,,社区卫生服务机构
重庆两江新区怡景路88号附1号3-36,一级,68779,两江新区刘大林口腔诊所,两江新区,,诊所
重庆两江新区翠渝路7号,一级,69074,重庆宏善颐晨中医医院,两江新区,,医院
重庆两江新区金州大道36号附50-57号、附60-63号,一级,69080,重庆金开八益口腔门诊部,两江新区,,门诊部
酉酬镇水田村3组,一级,14791,酉酬镇水田村卫生室2,酉阳县,,村卫生室
麻旺镇龙坝村1组,一级,14889,麻旺镇龙坝村卫生室,酉阳县,,村卫生室
麻旺镇光明村3组,一级,14881,麻旺镇光明村卫生室,酉阳县,,村卫生室
毛坝乡秀水村2组,一级,14903,毛坝乡秀水村卫生室,酉阳县,,村卫生室
万木乡黄连村,一级,14731,万木乡黄连村卫生室,酉阳县,,村卫生室
麻旺镇长兴村8组,一级,14878,麻旺镇长兴村卫生室1,酉阳县,,村卫生室
后坪乡王家村,一级,14822,后坪乡王家村卫生室1,酉阳县,,村卫生室
小河镇茶园村一组,一级,14754,小河镇茶园村卫生站3,酉阳县,,村卫生室
可大乡七分村2组,一级,14826,可大乡七分村卫生室2,酉阳县,,村卫生室
官清乡金家坝村一组,一级,15005,官清乡金家坝村卫生站,酉阳县,,村卫生室
宜居乡楼房村1组,一级,14772,宜居乡楼房村卫生室3,酉阳县,,村卫生室
酉阳县桃花源镇城南社区四组,一级,65731,酉阳华西医院,酉阳县,,医院
桃花源镇花园村,一级,14934,桃花源镇花园村卫生室,酉阳县,,村卫生室
庙溪乡湘河村6组,一级,63768,庙溪乡湘河村卫生室2,酉阳县,,村卫生室
庙溪乡大岩村2组,一级,63769,庙溪乡大岩村卫生室,酉阳县,,村卫生室
石柱土家族自治县悦崃镇东木村,一级,12827,石柱土家族自治县悦崃镇东木村卫生室,石柱县,,村卫生室
石柱土家族自治县南宾镇城东社区兰前街8号6-1,一级,61183,石柱土家族自治县南宾镇城东社区卫生服务站,石柱县,73323888,社区卫生站
石柱县南宾镇钟楼巷,一级,61184,石柱土家族自治县南宾镇横街社区卫生服务站,石柱县,73323888,社区卫生站
石柱土家族自治县南宾镇南宾路22号,一级,61185,石柱土家族自治县南宾镇老街社区卫生服务站,石柱县,73323888,社区卫生站
石柱土家族自治县南宾镇五一巷,一级,63511,石柱土家族自治县幸福中医门诊部,石柱县,,诊所
石柱土家族自治县黄水镇街上,一级,10785,石柱土家族自治县黄水镇中心卫生院,石柱县,,医院
石柱土家族自治县龙潭乡街上37号,一级,12742,石柱土家族自治县龙潭乡卫生院,石柱县,,医院
石柱土家族自治县石家乡安桥村,一级,12979,石柱土家族自治县石家乡安桥村卫生室,石柱县,,村卫生室
石柱土家族自治县王家乡雄风村,一级,12998,石柱土家族自治县王家乡雄风村卫生室,石柱县,,村卫生室
石柱土家族自治县洗新乡五坪村,一级,12862,石柱土家族自治县洗新乡五坪村卫生室,石柱县,,村卫生室
石柱土家族自治县新乐乡红河村,一级,12926,石柱土家族自治县新乐乡红河村卫生室,石柱县,,村卫生室
石柱土家族自治县沿溪镇滨江村,一级,13005,石柱土家族自治县沿溪镇滨江村卫生室,石柱县,,村卫生室
石柱土家族自治县王家乡街上,一级,12746,石柱土家族自治县王家乡卫生院,石柱县,,医院
石柱土家族自治县悦崃镇密红村,一级,12828,石柱土家族自治县悦崃镇密红村卫生室,石柱县,73381167,村卫生室
石柱土家族自治县沙子镇桃园村,一级,12840,石柱土家族自治县沙子镇桃园村卫生室,石柱县,,村卫生室
开县麻柳乡农庄村6组,一级,17444,开县麻柳乡农庄村卫生室,开州区,,村卫生室
开县麻柳乡仁和村4组,一级,17445,开县麻柳乡仁和村卫生室,开州区,,村卫生室
开县岳溪镇子弟村3组,一级,17200,开县岳溪镇子弟村卫生室,开州区,,村卫生室
开县白鹤街道白鹤村4组25号,一级,17355,开县白鹤街道白鹤村卫生室,开州区,,村卫生室
高桥镇八仙一组24号,一级,66256,开县高桥镇卫生院齐力门诊部,开州区,,门诊部
开县大进镇金炉村4组,一级,17409,开县大进镇金炉村卫生室,开州区,,村卫生室
开县关面乡小元村1组,一级,16977,开县关面乡小元村卫生室,开州区,,村卫生室
开县临江镇万安村1组,一级,66391,开县江里医院,开州区,,医院
开县汉丰街道迎宾街108—120号,一级,66521,重庆市开州区医药有限责任公司开州大药房中医馆,开州区,52663003,诊所
开县敦好镇敦好村6组,一级,17511,开县敦好镇敦好村卫生室,开州区,,村卫生室
开县临江镇青竹村2组,一级,16943,开县临江镇青竹村卫生室,开州区,,村卫生室
开县郭家镇桑坪村4组,一级,17167,开县郭家镇桑坪村卫生室,开州区,,村卫生室
开县大进镇长城村5组,一级,17405,开县大进镇长城村卫生室,开州区,,村卫生室
开县赵家街道梅池村4社,一级,17058,开县赵家街道梅池村卫生室,开州区,,村卫生室
开县长沙镇分水村3社,一级,17147,开县长沙镇分水村卫生室,开州区,,村卫生室
重庆市万盛经济技术开发区万东镇五和村,一级,15020,重庆市万盛经济技术开发区万东镇五和村卫生室,万盛区,,村卫生室
万盛经开区青年镇白鹭街,一级,63270,张宗桥诊所,万盛区,,诊所
万盛大道21号7幢附1-11,一级,63291,张小兵诊所,万盛区,,诊所
万盛经开区南桐镇其林村亲民社平山岔路口,一级,62867,余在林西医内科诊所,万盛区,,诊所
关坝镇双坝村,一级,63409,万盛经开区关坝镇双坝村卫生站分站,万盛区,,村卫生室
重庆市万盛经济技术开发区万东镇六井村,一级,15019,重庆市万盛经济技术开发区万东镇六井村卫生室,万盛区,,村卫生室
重庆市万盛区新田湾煤矿,一级,10857,重庆南桐矿业有限责任公司总医院新田湾煤矿医务室,万盛区,,医院
重庆市万盛区莲池村161号,一级,10835,重庆市万盛经济技术开发区疾病预防控制中心,万盛区,85398995,医院
万盛经济技术开发区石林镇庙坝村,一级,15011,重庆市万盛经济技术开发区石林镇庙坝村卫生室,万盛区,,村卫生室
重庆市万盛经济技术开发区石林镇百花村,一级,15012,重庆市万盛经济技术开发区中医院百花分院,万盛区,,村卫生室
万盛经济技术开发区石林镇茶园村,一级,15013,重庆市万盛经济技术开发区石林镇茶园村卫生室,万盛区,,村卫生室
重庆市万盛经济技术开发区黑山镇天星村,一级,15014,重庆市万盛经济技术开发区黑山镇天星村卫生室,万盛区,,村卫生室
重庆市万盛经济技术开发区黑山镇北门村,一级,15016,重庆市万盛经济技术开发区黑山镇北门村卫生室,万盛区,,村卫生室
重庆市万盛经济技术开发区黑山镇南门村,一级,15017,重庆市万盛经济技术开发区黑山镇南门村卫生室,万盛区,,村卫生室
重庆市万盛经济技术开发区万东镇建设村,一级,15018,重庆市万盛经济技术开发区万东镇建设村卫生室,万盛区,,村卫生室
重庆市荣昌区广顺街道檬梓桥街21号附5号,一级,67113,荣昌区刘惠举西医诊所,荣昌区,,诊所
重庆市荣昌区龙集镇抱房村,一级,67105,重庆市荣昌区龙集镇抱房村鲜梨卫生室刘安荣,荣昌区,,村卫生室
荣昌区昌元街道东城花园B区6号楼,一级,66738,荣昌徐珍容西医诊所,荣昌区,,诊所
吴家镇兴盛街,一级,66750,荣昌祝良勋西医诊所,荣昌区,,诊所
安富街道洗布潭村唐家庙,一级,66758,荣昌区安富街道洗布潭村唐家庙卫生室,荣昌区,,村卫生室
重庆市荣昌区昌州街道向阳路61号,一级,67099,荣昌易视眼科医院,荣昌区,,医院
重庆市荣昌区昌元街道宝城路一段224号门面,一级,67107,荣昌唐帮红口腔诊所,荣昌区,,诊所
重庆市荣昌区安富街道安陶路197号,一级,67112,荣昌彭文玉中医诊所,荣昌区,,诊所
重庆市荣昌区仁义镇石梯子村,一级,67100,重庆市荣昌区仁义镇石梯子村五里卫生室罗华,荣昌区,,村卫生室
重庆市荣昌区吴家镇祥和路1幢21号,一级,67115,荣昌范东口腔诊所,荣昌区,,诊所
荣昌区昌州街道小康路139号,一级,66731,荣昌区何平西医诊所,荣昌区,,诊所
荣昌区昌元街道滨河西路54号附13号,一级,66741,荣昌史宣翠西医诊所,荣昌区,,诊所
广顺街道公园街11号,一级,66746,荣昌马光敏西医诊所,荣昌区,,诊所
安富街道安陶路161号,一级,66747,荣昌刁显芳西医诊所,荣昌区,,诊所
仁义镇鹿子村天灯村,一级,66760,荣昌区仁义镇鹿子村天灯卫生室唐良金,荣昌区,,村卫生室
北碚区水土镇挑灯村4组3号,一级,15420,北碚区水土镇挑灯村自生桥卫生室,北碚区,68235283,村卫生室
重庆市北碚区双柏树华光小区,一级,63456,重庆市北碚区缙云社区卫生服务站,北碚区,68867923,社区卫生服务机构
北碚区龙凤街道龙凤一村180号,一级,10575,重庆巨能建设集团路桥工程有限公司医院,北碚区,,医院
重庆市北碚区东阳镇创造路20号,一级,10600,北大医药重庆大新药业股份有限公司卫生所,北碚区,68328107,诊所
北碚区歇马支路21#(高春13668013780),二级,10617,重庆市北碚区精神卫生中心,北碚区,86022929,医院
重庆市北碚区东阳街道西山坪村唐家湾组12号,一级,15425,重庆市北碚区东阳街道西山坪村卫生室松林医疗点,北碚区,68273942,村卫生室
重庆市北碚区东阳街道上桥村巷子口,一级,15429,重庆市北碚区东阳街道上桥村卫生室,北碚区,,村卫生室
重庆市北碚区蔡家岗灯塔街148号,一级,10592,重庆顺安爆破器材有限公司职工医院,北碚区,,医院
