address,level,memo,name,ssq,type
北京市朝阳区西大望路6号,未评级,05141031,北京杰地实业总公司卫生所,朝阳区,对内
北京市朝阳区北四环中路３５号,未评级,05141017,北京信息科技大学医务室,朝阳区,对内
北京市朝阳区百子湾路甲31号,未评级,05141021,北京赛盛泰康企业管理服务有限公司门诊部,朝阳区,对内
北京市朝阳区垂杨柳南里6号楼平房,未评级,05141023,北京市天友化工工程公司卫生所,朝阳区,对内
北京市朝阳区王四营乡南花园村100号,未评级,05100269,北京市朝阳区康辉老年公寓医务室,朝阳区,对内
北京市朝阳区光熙门北里22号南楼二层东侧,未评级,05100268,北京光熙国际养老服务有限公司医务室,朝阳区,对内
北京市朝阳区十八里店乡吕家营六道口300号,未评级,05100263,北京市朝阳区康梦圆国际老年公寓卫生站,朝阳区,对内
北京市朝阳区双桥东路9号院西区23号楼,未评级,05100252,远洋养老运营管理有限公司医务室,朝阳区,对内
北京市朝阳区和平街10区甲16号楼及平房,未评级,05100254,北京市朝阳区寸草春晖养老院医务室,朝阳区,对内
北京市朝阳区常营民族家园96号楼一层东侧,未评级,05100265,北京市朝阳区恒春老年公寓医务室,朝阳区,对内
北京市朝阳区金盏乡东窑村村南彩虹村庄养老院楼二层,未评级,05100241,北京市朝阳区彩虹村庄养老院医务室,朝阳区,对内
北京市朝阳区高碑店高西店村469号,未评级,05100237,北京市朝阳区嘉德老年公寓医务室,朝阳区,对内
北京市朝阳区金盏乡曹各庄村东侧,未评级,05100151,北京市朝阳区圣泽峰老年公寓医务室,朝阳区,对内
北京市朝阳区阜通东大街16号,未评级,05100236,北京市人民政府对外联络办公室第三室医务室,朝阳区,对内
北京市朝阳区北皋村01号,未评级,05100149,北京市朝阳区东方综合养老院医务室,朝阳区,对内
北京市西城区自新路信建里60号院,未评级,04162032,北京市西城区白纸坊街道自新路社区卫生服务站,西城区,社区卫生站
北京市西城区长椿街东里22号楼对面平房,未评级,04162029,北京市西城区广安门内街道三庙社区卫生服务站,西城区,社区卫生站
北京市西城区椿树园小区3号楼甲3号一层,未评级,04162027,北京市西城区椿树街道椿树园社区卫生服务站,西城区,社区卫生站
北京市西城区寿长街甲51号,未评级,04162026,北京市西城区天桥街道虎坊路社区卫生服务站,西城区,社区卫生站
北京市西城区藏家桥5号、7号,未评级,04162028,北京市西城区大栅栏街道东琉璃厂社区卫生服务站,西城区,社区卫生站
北京市西城区天桥街道华仁路12号,未评级,04162025,北京市西城区天桥街道仁民路社区卫生服务站,西城区,社区卫生站
北京市西城区姚家井小区5号楼4门102号,未评级,04162023,北京市西城区陶然亭街道姚家井社区卫生服务站,西城区,社区卫生站
北京市西城区菜市口大街甲2号院4号楼108号,未评级,04162022,北京市西城区陶然亭街道果子巷社区卫生服务站,西城区,社区卫生站
北京市朝阳区和平街北口11号,未评级,05141013,北京中医药大学卫生所,朝阳区,对内
北京市西城区东经路104号,未评级,04162024,北京市西城区天桥街道东经路社区卫生服务站,西城区,社区卫生站
北京市朝阳区垡头西里三区18号,未评级,05141012,北京联合大学生物化学工程学院卫生站,朝阳区,对内
"北京市朝阳区育慧里7号院5号楼1层101,6号楼1层101",未评级,05141009,北京联合大学门诊部,朝阳区,对内
北京市朝阳区北三环东路15号,未评级,05141011,北京化工大学卫生所,朝阳区,对内
北京市朝阳区光华路15号院（泰达时代中心）4号楼,未评级,05141008,清华大学美术学院卫生所,朝阳区,对内
北京市朝阳区延静东里甲3号,未评级,05141007,北京联合大学商务学院医务室,朝阳区,对内
北京市朝阳区花家地南街8号,未评级,05141006,中央美术学院医务室,朝阳区,对内
北京市朝阳区望京中环南路6号,未评级,05141004,北京中医药大学东区医务室,朝阳区,对内
北京市朝阳区樱花东街甲2号,未评级,05141003,北京服装学院卫生所,朝阳区,对内
北京市朝阳区望京中环南路4号,未评级,05141002,北京青年政治学院医务室,朝阳区,对内
北京市朝阳区管庄东里1号,一级,05110062,中国建筑材料科学研究总院管庄东里医院,朝阳区,对外综合
北京市朝阳区东坝乡东坝中路28号院4号楼106、107、108号,一级,05110061,北京市朝阳区东坝第二社区卫生服务中心,朝阳区,对外综合
北京市朝阳区农光里112号楼南综合楼,一级,05110060,北京广仁中西医结合医院,朝阳区,对外中医
北京市朝阳区建外灵通观五号院附属房,未评级,05162007,朝阳区建外街道灵通观社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区劲松潘家园华威西里37号楼,未评级,05162004,北京市朝阳区潘家园街道华威西里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区东环南路2号,未评级,05161002,北京市朝阳区建外街南郎家园社区卫生服务站（航空总医院第二门诊部）,朝阳区,社区卫生站
北京市朝阳区霞光里30号院,未评级,05162003,朝阳区麦子店街道霞光里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区双桥路双惠苑甲3号6门,未评级,05162006,北京市朝阳区三间房地区双柳巷社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区双龙南里121号,未评级,05162008,北京市朝阳区南磨房街道双龙南里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区三里屯南路4号楼1层,未评级,05162002,朝阳区三里屯街道中纺里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区望花路西里14#,一级,05161001,北京市朝阳区望京社区卫生服务中心,朝阳区,对外综合
北京市朝阳区望京东园519号楼,二级,05159264,北京嫣然天使儿童医院,朝阳区,对外专科
北京市朝阳区八里庄南里5号楼,一级,05159181,北京英智康复医院,朝阳区,对外专科
北京市朝阳区北苑路1号院,二级,05159261,北京麦瑞骨科医院,朝阳区,对外专科
北京市朝阳区林萃西里22号楼,一级,05159243,北京华厦民众眼科医院,朝阳区,对外专科
北京市朝阳区东大桥路5号,一级,05159246,北京东大肛肠医院,朝阳区,对外专科
北京市朝阳区广渠路33号B座101、102，二层201-204,一级,05159255,北京东区口腔医院,朝阳区,对外专科
北京市朝阳区德胜门外双泉堡甲4号,三级,05159174,北京京城皮肤医院,朝阳区,对外专科
北京市朝阳区王四营乡官庄大队官庄路100号,二级,05156176,北京伟达中医肿瘤医院（北京伟达慈丹医院）,朝阳区,对外专科
北京市朝阳区天居园1号楼,二级,05155242,北京瑞程医院管理有限公司瑞泰口腔医院,朝阳区,对外专科
北京市朝阳区香河园中里14号楼前平房,未评级,05162038,北京市朝阳区左家庄街道静安东里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区西坝河东里16号,未评级,05155015,北京天轩脑病康复医院,朝阳区,对外专科
北京市朝阳区太阳宫地区芍药居北里203号楼,未评级,05162033,北京市朝阳区太阳宫地区芍药居北里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区水碓子东路甲22号,未评级,05162036,朝阳区团结湖街道水碓子东路社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区麦子店枣营北里26楼,未评级,05162032,朝阳区麦子店街道枣营北里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区华严北里69号楼,未评级,05162035,朝阳区亚运村街道华严北里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区新源里西5号楼前平房,未评级,05162031,北京市朝阳区左家庄街道新源里西社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区十里堡北里6号楼门前居委会,未评级,05162029,北京市朝阳区六里屯街道十里堡北里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区八里庄北里309号楼北活动站,未评级,05162028,北京市朝阳区六里屯街道红领巾公园东社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区朝外市场街18号楼北侧平房,未评级,05162027,朝阳区朝外街道雅宝路社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区华严里17、18号楼门面房屋,未评级,05162059,北京市朝阳区亚运村街道祁家豁子社区卫生服务站,朝阳区,社区卫生站
朝阳区安贞西里三区2楼12单元102室,未评级,05162057,朝阳区安贞街道安贞西里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区曙光西4号楼前平房,未评级,05162055,北京市朝阳区左家庄街道曙光西里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区建外光华东里3号楼南侧平房,未评级,05162054,朝阳区建外街道光华东里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区甘露园南里18楼后,未评级,05162051,朝阳区八里庄街道甘露园南里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区十里堡西里东五楼,未评级,05162052,北京市朝阳区八里庄街道十里堡东里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区夏家园社区便民服务中心一层,未评级,05162024,北京市朝阳区太阳宫地区西坝河北里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区北三环东路30号,未评级,05162023,北京市朝阳区和平街街道建筑科学院社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区和平街11区4号楼3门101号,未评级,05162020,朝阳区和平街街道小黄庄社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区垡头西里21号楼后院,未评级,05162019,朝阳区垡头街道垡头西里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区八里庄南里24#楼北侧平房,未评级,05162018,北京市朝阳区六里屯街道八里庄南里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区高碑店地区花北东社区10号楼北侧,未评级,05162014,北京市朝阳区高碑店街道花园北里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区甜水园东里19号楼一层南侧,未评级,05162013,北京市朝阳区六里屯街道甜水园东里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区呼家楼北街13号楼111、112、121、122,未评级,05162049,北京市朝阳区呼家楼街道呼家楼西里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区武圣东里14号1门101,未评级,05162048,北京市朝阳区潘家园街道武圣东里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区和平街砖角楼北里交通部宿舍内平房,未评级,05162058,朝阳区和平街街道砖角楼社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区香河园街道西坝河南里7号楼对面平房,未评级,05162056,北京市朝阳区香河园街道柳芳南里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区香河园街道西坝河中里2号楼,未评级,05162025,北京市朝阳区香河园街道西坝河中里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区安华里1区7号楼南侧平房,未评级,05162022,北京市朝阳区安贞街道安华里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区八里庄东里31楼南侧平房,未评级,05162053,北京市朝阳区八里庄街道八里庄东里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区通惠家园19号楼1层,未评级,05162015,北京市朝阳区高碑店街道通惠家园社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区农光东里10号楼,未评级,05162046,朝阳区劲松街道农光东里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区农光里15号楼南侧平房,未评级,05162047,朝阳区劲松街道农光里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区劲松二区218号楼前平房,未评级,05162045,朝阳区劲松街道劲松一区社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区朝外东大桥路23号楼芳草地社区,未评级,05162044,朝阳区朝外街道芳草地社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区大屯街道慧忠北里104楼104号,未评级,05162042,北京市朝阳区大屯街道慧忠北里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区朝外吉祥里西区南门旁,未评级,05162043,朝阳区朝外街道吉祥里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区管庄西里63号楼,未评级,05162039,北京市朝阳区管庄地区管庄西里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区和平街十四区十三号楼北恻平房,未评级,05162086,和平街街道和平街十四区社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区小关街道慧新北里8号楼107号,未评级,05162041,北京市朝阳区小关街道惠新北里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区望京小区花家地西里208楼1层,未评级,05162040,朝阳区望京街道花家地西里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区农展南里社区居委会,未评级,05162085,麦子店街道农展南里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区松榆西里38楼南,未评级,05162084,北京市朝阳区潘家园街道松榆西里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区北花园中路6号院5号楼,未评级,05162083,北京市朝阳区高碑店地区北花园社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区百子湾路1号百子湾家园107号楼,未评级,05162078,北京市朝阳区南磨房街道百子湾社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区呼家楼街道向军北里12楼西侧平房,未评级,05162080,北京市朝阳区呼家楼街道向军北里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区双合家园小区双合中路5号楼,未评级,05162076,北京市朝阳区垡头街道双合家园社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区安外安贞里三区14号楼对面平房,未评级,05162077,朝阳区安贞街道安贞里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区南磨房紫南家园小区207楼,未评级,05162081,北京市朝阳区南磨房街道紫南家园社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区管庄地区管庄村,未评级,05162074,北京市朝阳区管庄地区京通新城社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区幸福二村小花园内,未评级,05162075,朝阳区三里屯街道幸福二村社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区华威北里24号楼,一级,05155012,北京南区口腔医院,朝阳区,对外专科
北京市朝阳区王四营路大柳树153号,一级,05155013,北京垡头大柳树医院,朝阳区,对外专科
北京市朝阳区甜水园东街1号,一级,05155011,北京朝阳糖尿病医院,朝阳区,对外专科
北京市朝阳区金台路甜水园东街10号,一级,05155009,北京市华德眼科医院,朝阳区,对外专科
北京市朝阳区安立路66号,未评级,05155010,北京大学口腔医院第二门诊部,朝阳区,对外专科
北京朝阳区十里河352号,二级,05155008,北京市朝阳区三环肿瘤医院,朝阳区,对外专科
北京市朝阳区十八里店乡吕家营南里甲1号,二级,05155007,北京市朝阳区桓兴肿瘤医院,朝阳区,对外专科
北京市朝阳区潘家园南里12号潘家园大厦一层南段、二层、四层、五层。,三级,05155006,北京爱尔英智眼科医院,朝阳区,对外专科
北京市朝阳区东大桥路甲5号,未评级,05155005,北京市朝阳区东区第二口腔门诊部,朝阳区,对外专科
北京市朝阳区驼房营南里甲15楼二层,未评级,05162071,北京市朝阳区酒仙桥街道东路社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区呼家楼街道核桃园北里小区乙3号楼,未评级,05162070,呼家楼街道核桃园北里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区南新园小区3号楼南侧院内平房,未评级,05162069,北京市朝阳区南磨房街道南新园社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区南湖中园小区238楼（北侧一层）,未评级,05162066,朝阳区望京街道南湖东园社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区安苑北里11楼106和107号,未评级,05162067,朝阳区亚运村街道安苑北里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区太阳宫芍药居5号院9号楼1-1-1,未评级,05162062,朝阳区太阳宫街道芍药居南社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区石佛营东里106号,未评级,05162063,北京市朝阳区东风街道石佛营东里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区小关街道惠新西街9号院1号楼,未评级,05162064,北京市朝阳区小关街道惠新苑社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区康家园小区1号楼旁,未评级,05162060,北京市朝阳区高碑店街道甘露园社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区清河东路1号,三级,05155003,北京市红十字会急诊抢救中心(北京市红十字会紧急救援中心）北京市红十字会创伤医院,朝阳区,对外专科
北京市朝阳区甜水园东里甲1号南院,未评级,05155004,北京市朝阳区紧急医疗救援中心,朝阳区,对外专科
北京市朝阳区华严北里甲2号,二级,05155002,北京市老年病医院（北京市第一社会福利院）,朝阳区,对外专科
北京市朝阳区潘家园南里17号,三级,05155001,中国医学科学院肿瘤医院,朝阳区,对外专科
北京市朝阳区双桥南路甲8号；北京市朝阳区延静西里12号楼；北京市朝阳区金盏乡金盏大街2号。,二级,05153001,北京市朝阳区第三医院,朝阳区,对外专科
北京市朝阳区安定门外，外馆斜街甲5号,未评级,05141001,北京联合大学师范学院医务室,朝阳区,对内
北京市朝阳区潘家园华威里25号,二级,05152001,北京市朝阳区妇幼保健院,朝阳区,对外专科
北京市通州区马厂97号,三级,05154001,首都医科大学附属北京胸科医院,通州区,对外专科
北京市朝阳区望京街道望京西园四区425楼,未评级,05162136,北京市朝阳区望京街道望京西园四区社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区和平里北街5号,二级,05152247,北京玛丽妇婴医院,朝阳区,对外专科
北京市朝阳区团结湖北路2号,一级,05151262,北京弘医堂中医医院,朝阳区,对外中医
北京市朝阳区大黄庄1号,未评级,05162131,北京市朝阳区三间房地区定福庄西里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区高碑店乡白家楼村委会楼内,未评级,05162133,北京市朝阳区高碑店地区白家楼社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区建东苑35号楼北侧小二楼,未评级,05162132,北京市朝阳区管庄地区建东苑社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区来广营社区绿色家园卫生服务站,未评级,05162130,北京市朝阳区来广营地区绿色家园社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区黑庄户乡郎辛庄村,未评级,05162126,北京市朝阳区黑庄户地区郎辛庄社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区黑庄户乡万子营西队,未评级,05162128,北京市朝阳区黑庄户地区万子营社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区黑庄户乡郎各庄,未评级,05162127,北京市朝阳区黑庄户地区郎各庄社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区黑庄户地区怡景城花园,未评级,05162125,北京市朝阳区黑庄户地区怡景城社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区黑庄户乡么铺村,未评级,05162124,北京市朝阳区黑庄户地区东旭花园社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区黑庄户乡大鲁店二队,未评级,05162123,北京市朝阳区黑庄户地区大鲁店社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区八里庄西里614楼旁小楼,未评级,05162122,北京市朝阳区八里庄街道八里庄西里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区平房乡石各庄村,未评级,05162111,北京市朝阳区平房地区石各庄社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区建外建国里3号楼院内平房,未评级,05162110,北京市朝阳区建外街道建国里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区平房乡平房村,未评级,05162112,北京市朝阳区平房地区平房社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区常营民族家园小区60号楼底商,未评级,05162108,北京市朝阳区常营地区民族家园社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区朝丰家园小区（天达路8号院）19号楼,未评级,05162107,北京市朝阳区豆各庄地区朝丰家园社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区常新路6号院15楼东配置房,未评级,05162109,北京市朝阳区常营地区连心园社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区豆各庄乡绿丰家园,未评级,05162106,北京市朝阳区豆各庄地区绿丰家园社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区北花园街8号院西北侧小二楼,未评级,05162121,北京市朝阳区三间房地区艺水芳园社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区豆各庄乡万科青青社区,未评级,05162105,北京市朝阳区豆各庄地区万科青青社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区管庄地区双桥东路12号院,未评级,05162102,北京市朝阳区管庄地区惠河东里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区王四营乡观音堂村观音景园,未评级,05162118,北京市朝阳区王四营地区观音堂社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区定福庄福怡园小区7号楼,未评级,05162119,北京市朝阳区三间房地区天泰苑社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区定福庄北街金星小区8号楼东侧,未评级,05162120,北京市朝阳区三间房地区定北里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区王四营乡道口村,未评级,05162116,北京市朝阳区王四营地区道口社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区平房乡黄渠村,未评级,05162115,北京市朝阳区平房地区黄渠社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区平房乡亮马厂中心街,未评级,05162113,北京市朝阳区平房地区亮马厂社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区雅成一里12号楼北侧平房,未评级,05162114,北京市朝阳区平房地区雅成一里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区金蝉南里8号楼105、106室,未评级,05162099,北京市朝阳区南磨房地区欢乐谷社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区梵谷水郡社区14号楼,未评级,05162096,北京市朝阳区将台地区驼房营社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区新源西里中街甲5号,未评级,05162098,北京市朝阳区左家庄街道新源西里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区垂杨柳中区4号楼一层,未评级,05162094,朝阳区双井街道垂杨柳中区社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区和平西街胜古庄南里16楼西侧平房,未评级,05162092,朝阳区和平街街道胜古庄社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区百子园19号楼,未评级,05162093,北京市朝阳区双井街道大望社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区朝阳公园南路8号棕榈泉生活广场南侧,未评级,05162091,北京市朝阳区六里屯街道六里屯东里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区定福庄西街7号楼1单元101号,未评级,05162090,北京市朝阳区三间房地区定福庄西街社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区南沙滩第一社区东北角平房,未评级,05162089,北京市朝阳区奥运村地区南沙滩社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区定福庄北里1号院五处综合楼1层东边,未评级,05162088,北京市朝阳区三间房地区定福庄南里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区高碑店地区兴隆家园23号楼,未评级,05162087,北京市朝阳区高碑店地区兴隆家园社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区华威北里甲44号楼,未评级,05162183,北京市朝阳区潘家园街道华威北里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区十八里店乡十里河村甲8号,未评级,05162173,北京市朝阳区十八里店地区十里河社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区东大桥路2号楼、4号楼东侧平房,未评级,05162172,北京市朝阳区呼家楼街道东大桥社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区广渠路31号,未评级,05162171,北京市朝阳区双井街道九龙南社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区望京季景沁园12号商铺D（二层）,未评级,05162170,北京市朝阳区望京街道季景社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区青年路29号院6号楼,未评级,05162169,北京市朝阳区平房地区华纺易城社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区酒仙桥十一街坊21楼后,未评级,05162168,北京市朝阳区酒仙桥街道南路社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区王四营乡孛罗营村,未评级,05162167,北京市朝阳区王四营地区孛罗营社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区武圣西里20号,未评级,05162163,北京市朝阳区潘家园街道武圣西里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区朝外天福园6号楼东侧,未评级,05162162,北京市朝阳区朝外街道天福园社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区和平街樱花园甲12号楼一层,未评级,05162161,北京市朝阳区和平街街道樱花园社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区望京西园三区306车库楼东侧地上一层,未评级,05162157,北京市朝阳区望京街道望京西园三区社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区望京花家地小区3号楼附属楼,未评级,05162156,北京市朝阳区望京街道花家地社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区东坝乡甲16号南200米,未评级,05162154,北京市朝阳区东坝地区红松园社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区来广营乡北苑家园,未评级,05162148,北京市朝阳区来广营地区紫绶园社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区北苑路86号嘉铭园B区7号楼,未评级,05162147,北京市朝阳区大屯街道嘉铭园社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区东坝乡朝新嘉园西里一区2号楼,未评级,05162153,北京市朝阳区东坝地区单店社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区常营荟康园小区,未评级,05162200,北京市朝阳区常营地区荟万鸿社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区高家园四区甲1号,未评级,05162137,北京市朝阳区酒仙桥街道高家园社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区慧忠里B区107楼,未评级,05162146,北京市朝阳区大屯街道慧忠里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区西坝河东里51号楼4单元101室,未评级,05162199,北京市朝阳区香河园街道西坝河东里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区朝阳门南大街20号首层,未评级,05162198,北京市朝阳区朝外街道雅宝里社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区来广营地区绣菊园小区北服务楼,未评级,05162196,北京市朝阳区来广营地区绣菊园社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区东坝乡东坝家园206楼2单元101、102室,未评级,05162197,北京市朝阳区东坝地区东坝家园社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区望京南湖中园二区203综合楼,未评级,05162250,北京市朝阳区望京街道南湖中园社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区东坝乡高杨树北里小区内,未评级,05162249,北京市朝阳区东坝地区高杨树社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区朝阳北路星河湾小区1号楼,未评级,05162248,北京市朝阳区平房地区星河湾社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区崔各庄乡奶东村,未评级,05162238,北京市朝阳区崔各庄地区奶东社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区金盏乡东窑村,未评级,05162234,北京市朝阳区金盏地区东窑社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区金盏乡黎各庄村,未评级,05162232,北京市朝阳区金盏地区黎各庄社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区金盏乡皮村,未评级,05162231,北京市朝阳区金盏地区皮村社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区十八里店乡十八里店村743号,未评级,05162228,北京市朝阳区十八里店地区十八里店社区卫生服务站(北京市朝阳区十八里店乡十八里店村卫生室）,朝阳区,社区卫生站
北京市朝阳区小红门乡肖村,未评级,05162192,北京市朝阳区小红门地区肖村社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区小红门乡龙爪树村,未评级,05162193,北京市朝阳区小红门地区龙爪树社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区东四环北路88号院7楼1单元,未评级,05162190,北京市朝阳区东风街道观湖国际社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区安外小关斜街,一级,05154002,北京市朝阳区结核病门诊部,朝阳区,对外专科
北京市朝阳区王四营乡南花园村,未评级,05162187,北京市朝阳区王四营地区南花园社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区将台洼村鹿村大队,未评级,05162189,北京市朝阳区东风街道将台洼社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区广渠门外富力D区18楼北侧社区综合办公楼1层,未评级,05162186,北京市朝阳区双井街道富力社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区十八里店乡吕家营村,未评级,05162227,北京市朝阳区十八里店地区吕家营社区卫生服务站,朝阳区,社区卫生站
北京市朝阳区松榆东里31号楼旁,未评级,05162184,北京市朝阳区潘家园街道松榆东里社区卫生服务站,朝阳区,社区卫生站
